221.0,113.0
218.0,209.0
293.0,304.0
208.0,120.0
216.0,205.0
282.0,300.0
87.0,91.0
197.0,191.0
319.0,273.0
78.0,79.0
173.0,186.0
268.0,288.0
78.0,81.0
162.0,184.0
267.0,316.0
97.0,79.0
172.0,189.0
275.0,307.0
89.0,78.0
174.0,188.0
316.0,278.0
77.0,78.0
162.0,176.0
253.0,302.0
77.0,77.0
184.0,188.0
266.0,289.0
81.0,77.0
174.0,199.0
259.0,303.0
79.0,80.0
189.0,181.0
280.0,315.0
97.0,79.0
172.0,207.0
277.0,308.0
78.0,79.0
168.0,179.0
323.0,301.0
88.0,88.0
186.0,199.0
289.0,307.0
90.0,78.0
173.0,199.0
334.0,286.0
192.0,128.0
210.0,201.0
285.0,301.0
90.0,94.0
198.0,187.0
273.0,289.0
81.0,80.0
174.0,182.0
334.0,330.0
84.0,80.0
174.0,183.0
264.0,308.0
91.0,85.0
175.0,186.0
279.0,317.0
85.0,86.0
165.0,195.0
330.0,340.0
96.0,84.0
203.0,195.0
285.0,293.0
82.0,79.0
170.0,169.0
331.0,329.0
364.0,269.0
557.0,700.0
1110.0,1899.0
212.0,215.0
687.0,1143.0
1183.0,4636.0
209.0,208.0
573.0,592.0
839.0,1675.0
220.0,250.0
722.0,2064.0
2896.0,8313.0
214.0,212.0
851.0,1346.0
1789.0,4551.0
233.0,216.0
967.0,3565.0
2677.0,21669.0
221.0,251.0
541.0,595.0
10677.0,14993.0
208.0,233.0
709.0,753.0
1236.0,8432.0
211.0,236.0
680.0,741.0
1469.0,30692.0
216.0,212.0
594.0,645.0
1750.0,2608.0
234.0,295.0
502.0,570.0
897.0,1988.0
209.0,219.0
611.0,667.0
1747.0,4463.0
227.0,224.0
698.0,1211.0
897.0,1927.0
210.0,222.0
579.0,819.0
2723.0,17822.0
218.0,212.0
544.0,578.0
6942.0,31062.0
222.0,218.0
701.0,1172.0
1076.0,1598.0
218.0,210.0
992.0,3731.0
878.0,1325.0
213.0,229.0
569.0,605.0
976.0,1694.0
216.0,217.0
594.0,625.0
1215.0,1713.0
236.0,213.0
568.0,631.0
1295.0,4082.0
211.0,220.0
628.0,896.0
2718.0,21686.0
249.0,225.0
517.0,715.0
1815.0,2192.0
215.0,210.0
685.0,711.0
1383.0,9858.0
223.0,213.0
520.0,724.0
1499.0,1980.0
212.0,213.0
578.0,795.0
1383.0,2382.0
207.0,212.0
673.0,598.0
2277.0,22974.0
237.0,216.0
575.0,876.0
1878.0,8413.0
209.0,211.0
694.0,2072.0
1242.0,2271.0
208.0,206.0
685.0,1146.0
915.0,1455.0
213.0,212.0
705.0,1187.0
1719.0,2499.0
207.0,210.0
1020.0,3654.0
2387.0,5359.0
208.0,208.0
709.0,1580.0
937.0,1323.0
213.0,211.0
723.0,1531.0
2136.0,34575.0
210.0,206.0
543.0,800.0
1038.0,2090.0
207.0,209.0
604.0,877.0
2230.0,2299.0
214.0,209.0
570.0,820.0
1484.0,5881.0
207.0,204.0
666.0,655.0
890.0,2574.0
207.0,213.0
563.0,784.0
2378.0,8363.0
209.0,211.0
596.0,1233.0
1560.0,5539.0
213.0,207.0
610.0,621.0
2920.0,21666.0
228.0,279.0
704.0,599.0
1427.0,3528.0
215.0,234.0
713.0,1572.0
1419.0,2437.0
236.0,237.0
615.0,841.0
906.0,1887.0
219.0,215.0
614.0,820.0
3229.0,8134.0
222.0,234.0
781.0,646.0
3216.0,22043.0
221.0,220.0
839.0,1325.0
880.0,1534.0
225.0,212.0
706.0,926.0
1658.0,1667.0
215.0,213.0
556.0,821.0
3523.0,2180.0
214.0,217.0
715.0,2078.0
8035.0,7864.0
204.0,207.0
544.0,896.0
910.0,1427.0
214.0,218.0
589.0,579.0
2183.0,2250.0
210.0,209.0
606.0,807.0
3038.0,12103.0
208.0,210.0
524.0,593.0
3284.0,15840.0
221.0,218.0
622.0,964.0
1009.0,4027.0
213.0,210.0
720.0,1515.0
4202.0,15684.0
292.0,291.0
955.0,2123.0
3170.0,6921.0
227.0,221.0
602.0,666.0
1790.0,9039.0
276.0,264.0
670.0,1401.0
2503.0,7024.0
250.0,240.0
852.0,876.0
21666.0,114613.0
207.0,211.0
578.0,964.0
872.0,1424.0
211.0,216.0
607.0,593.0
2047.0,3321.0
209.0,212.0
620.0,1255.0
1011.0,1597.0
212.0,215.0
521.0,728.0
1739.0,5657.0
208.0,206.0
518.0,708.0
870.0,1851.0
210.0,213.0
689.0,721.0
1734.0,7942.0
330.0,224.0
592.0,1223.0
3435.0,23286.0
297.0,299.0
1047.0,2163.0
21467.0,112786.0
211.0,214.0
550.0,619.0
911.0,1796.0
209.0,211.0
578.0,1009.0
6145.0,106940.0
243.0,209.0
610.0,1330.0
3687.0,27993.0
278.0,216.0
653.0,1158.0
1167.0,2860.0
228.0,273.0
752.0,1271.0
1582.0,3238.0
220.0,225.0
695.0,1225.0
1878.0,8644.0
226.0,220.0
579.0,741.0
1817.0,4526.0
214.0,215.0
560.0,623.0
1605.0,2784.0
213.0,214.0
582.0,594.0
2274.0,7249.0
211.0,212.0
507.0,649.0
1438.0,3295.0
219.0,221.0
699.0,739.0
2490.0,11994.0
214.0,216.0
756.0,2186.0
2729.0,14536.0
254.0,253.0
774.0,1268.0
2540.0,12540.0
215.0,216.0
555.0,831.0
971.0,1649.0
212.0,211.0
561.0,828.0
1390.0,1298.0
224.0,247.0
542.0,753.0
3870.0,24055.0
221.0,214.0
615.0,1241.0
1137.0,1935.0
212.0,214.0
700.0,1170.0
3778.0,12548.0
216.0,238.0
631.0,646.0
2047.0,6046.0
214.0,222.0
591.0,633.0
1094.0,1915.0
217.0,227.0
695.0,1164.0
1739.0,3808.0
