55.0,55.0,55.0
180.0,180.0,180.0
235.0,235.0,235.0
80.0,80.0,80.0
200.0,200.0,200.0
240.0,240.0,240.0
55.0,55.0,55.0
180.0,180.0,200.0
255.0,270.0,275.0
55.0,55.0,55.0
180.0,180.0,200.0
265.0,265.0,320.0
